"","tdf_stages.Stage","tdf_stages.Date","tdf_stages.Distance","tdf_stages.Origin","tdf_stages.Destination","tdf_stages.Type","tdf_stages.Winner","tdf_stages.Winner_Country"
"2014","6",1923-07-04,326,"Bayonne","Luchon","Stage with mountain(s)","Jean Alavoine","FRA"
"2015","7",1923-07-06,323,"Luchon","Perpignan","Stage with mountain(s)","Jean Alavoine","FRA"
"2016","8",1923-07-08,427,"Perpignan","Toulon","Plain stage","Lucien Buysse","BEL"
"2017","9",1923-07-10,281,"Toulon","Nice","Stage with mountain(s)","Jean Alavoine","FRA"
"2018","10",1923-07-12,275,"Nice","Briançon","Stage with mountain(s)","Henri Pélissier","FRA"
"2019","11",1923-07-14,260,"Briançon","Geneva","Stage with mountain(s)","Henri Pélissier","FRA"
"2020","12",1923-07-16,377,"Geneva","Strasbourg","Plain stage","Joseph Muller","FRA"
"2021","13",1923-07-18,300,"Strasbourg","Metz","Plain stage","Romain Bellenger","FRA"
"2022","14",1923-07-20,433,"Metz","Dunkerque","Plain stage","Félix Goethals","FRA"
"2023","15",1923-07-22,343,"Dunkerque","Paris","Plain stage","Félix Goethals","FRA"
"2024","1",1922-06-25,388,"Paris","Le Havre","Plain stage","Robert Jacquinot","FRA"
"2025","2",1922-06-27,364,"Le Havre","Cherbourg","Plain stage","Romain Bellenger","FRA"
"2026","3",1922-06-29,405,"Cherbourg","Brest","Plain stage","Robert Jacquinot","FRA"
"2027","4",1922-07-01,412,"Brest","Les Sables d'Olonne","Plain stage","Philippe Thys","BEL"
"2028","5",1922-07-03,482,"Les Sables d'Olonne","Bayonne","Plain stage","Jean Alavoine","FRA"
"2029","6",1922-07-05,326,"Bayonne","Luchon","Stage with mountain(s)","Jean Alavoine","FRA"
"2030","7",1922-07-07,323,"Luchon","Perpignan","Stage with mountain(s)","Jean Alavoine","FRA"
"2031","8",1922-07-09,411,"Perpignan","Toulon","Plain stage","Philippe Thys","BEL"
"2032","9",1922-07-11,284,"Toulon","Nice","Stage with mountain(s)","Philippe Thys","BEL"
"2033","10",1922-07-13,274,"Nice","Briançon","Stage with mountain(s)","Philippe Thys","BEL"
"2034","11",1922-07-15,260,"Briançon","Geneva","Stage with mountain(s)","Emile Masson}","BEL"
"2035","12",1922-07-17,371,"Geneva","Strasbourg","Plain stage","Emile Masson","BEL"
"2036","13",1922-07-19,300,"Strasbourg","Metz","Plain stage","Federico Gay","ITA"
"2037","14",1922-07-21,433,"Metz","Dunkerque","Plain stage","Félix Sellier","BEL"
"2038","15",1922-07-23,340,"Dunkerque","Paris","Plain stage","Philippe Thys","BEL"
"2039","1",1921-06-26,388,"Paris","Le Havre","Plain stage","Louis Mottiat","BEL"
"2040","2",1921-06-28,364,"Le Havre","Cherbourg","Plain stage","Romain Bellenger","FRA"
"2041","3",1921-06-30,405,"Cherbourg","Brest","Plain stage","Leon Scieur","BEL"
"2042","4",1921-07-02,412,"Brest","Les Sables-d'Olonne","Plain stage","Louis Mottiat","BEL"
"2043","5",1921-07-04,482,"Les Sables-d'Olonne","Bayonne","Plain stage","Louis Mottiat","BEL"
"2044","6",1921-07-06,326,"Bayonne","Luchon","Stage with mountain(s)","Hector Heusghem","BEL"
"2045","7",1921-07-08,323,"Luchon","Perpignan","Stage with mountain(s)","Louis Mottiat","BEL"
"2046","8",1921-07-10,411,"Perpignan","Toulon","Plain stage","Luigi Lucotti","ITA"
"2047","9",1921-07-12,272,"Toulon","Nice","Stage with mountain(s)","Firmin Lambot","BEL"
"2048","10",1921-07-14,333,"Nice","Grenoble","Stage with mountain(s)","Leon Scieur","BEL"
"2049","11",1921-07-16,325,"Grenoble","Geneva","Stage with mountain(s)","Félix Goethals","FRA"
"2050","12",1921-07-18,371,"Geneva","Strasbourg","Plain stage","Honoré Barthélemy","FRA"
"2051","13",1921-07-20,300,"Strasbourg","Metz","Plain stage","Félix Sellier","BEL"
"2052","14",1921-07-22,433,"Metz","Dunkerque","Plain stage","Félix Goethals","FRA"
"2053","15",1921-07-24,340,"Dunkerque","Paris","Plain stage","Félix Goethals","FRA"
"2054","1",1920-06-27,388,"Paris","Le Havre","Plain stage","Louis Mottiat","BEL"
"2055","2",1920-06-29,364,"Le Havre","Cherbourg","Plain stage","Philippe Thys","BEL"
"2056","3",1920-07-01,405,"Cherbourg","Brest","Plain stage","Henri Pélissier","FRA"
"2057","4",1920-07-03,412,"Brest","Les Sables d'Olonne","Plain stage","Henri Pélissier","FRA"
"2058","5",1920-07-05,482,"Les Sables d'Olonne","Bayonne","Plain stage","Firmin Lambot","BEL"
"2059","6",1920-07-07,326,"Bayonne","Luchon","Stage with mountain","Firmin Lambot","BEL"
"2060","7",1920-07-09,323,"Luchon","Perpignan","Stage with mountain","Jean Rossius","BEL"
"2061","8",1920-07-11,325,"Perpignan","Aix-en-Provence","Plain stage","Louis Heusghem","BEL"
"2062","9",1920-07-14,356,"Aix-en-Provence","Nice","Stage with mountain","Philippe Thys","BEL"
"2063","10",1920-07-16,333,"Nice","Grenoble","Stage with mountain","Hector Heusghem","BEL"
"2064","11",1920-07-18,362,"Grenoble","Gex","Stage with mountain","Léon Scieur","BEL"
"2065","12",1920-07-20,354,"Gex","Strasbourg","Plain stage","Philippe Thys","BEL"
"2066","13",1920-07-22,300,"Strasbourg","Metz","Plain stage","Philippe Thys","BEL"
"2067","14",1920-07-24,433,"Metz","Dunkerque","Plain stage","Félix Goethals","FRA"
"2068","15",1920-07-27,340,"Dunkerque","Paris","Plain stage","Jean Rossius","BEL"
"2069","1",1919-06-29,388,"Paris","Le Havre","Plain stage","Jean Rossius","BEL"
"2070","2",1919-07-01,364,"Le Havre","Cherbourg","Plain stage","Henri Pélissier","FRA"
"2071","3",1919-07-03,405,"Cherbourg","Brest","Plain stage","Francis Pélissier","FRA"
"2072","4",1919-07-05,412,"Brest","Les Sables-d'Olonne","Plain stage","Jean Alavoine","FRA"
"2073","5",1919-07-07,482,"Les Sables-d'Olonne","Bayonne","Plain stage","Jean Alavoine","FRA"
"2074","6",1919-07-09,326,"Bayonne","Luchon","Stage with mountain","Honore Barthelemy","FRA"
"2075","7",1919-07-11,323,"Luchon","Perpignan","Stage with mountain","Jean Alavoine","FRA"
"2076","8",1919-07-13,370,"Perpignan","Marseille","Plain stage","Jean Alavoine","FRA"
"2077","9",1919-07-15,338,"Marseille","Nice","Stage with mountain","Honoré Barthélemy","FRA"
"2078","10",1919-07-17,333,"Nice","Grenoble","Stage with mountain","Honoré Barthélemy","FRA"
"2079","11",1919-07-19,325,"Grenoble","Geneva","Stage with mountain","Honoré Barthélemy","FRA"
"2080","12",1919-07-21,371,"Geneva","Strasbourg","Stage with mountain","Luigi Lucotti","ITA"
"2081","13",1919-07-23,315,"Strasbourg","Metz","Plain stage","Luigi Lucotti","ITA"
"2082","14",1919-07-25,468,"Metz","Dunkerque","Plain stage","Firmin Lambot","BEL"
"2083","15",1919-07-27,340,"Dunkerque","Paris","Plain stage","Jean Alavoine","FRA"
"2084","1",1914-06-28,388,"Paris","Le Havre","Plain stage","Philippe Thys","BEL"
"2085","2",1914-06-30,364,"Le Havre","Cherbourg","Plain stage","Jean Rossius","BEL"
"2086","3",1914-07-02,405,"Cherbourg","Brest","Plain stage","Emile Engel","FRA"
"2087","4",1914-07-04,470,"Brest","La Rochelle","Plain stage","Oscar Egg","SUI"
"2088","5",1914-07-06,376,"La Rochelle","Bayonne","Plain stage","Oscar Egg","SUI"
"2089","6",1914-07-08,326,"Bayonne","Luchon","Stage with mountain(s)","Firmin Lambot","BEL"
"2090","7",1914-07-10,323,"Luchon","Perpignan","Stage with mountain(s)","Jean Alavoine","FRA"
"2091","8",1914-07-12,370,"Perpignan","Marseille","Plain stage","Octave Lapize","FRA"
"2092","9",1914-07-14,338,"Marseille","Nice","Stage with mountain(s)","Jean Rossius","BEL"
"2093","10",1914-07-16,323,"Nice","Grenoble","Stage with mountain(s)","Henri Pélissier","FRA"
"2094","11",1914-07-18,325,"Grenoble","Geneva","Stage with mountain(s)","Gustave Garrigou","FRA"
"2095","12",1914-07-20,325,"Geneva","Belfort","Stage with mountain(s)","Henri Pélissier","FRA"
"2096","13",1914-07-22,325,"Belfort","Longwy","Stage with mountain(s)","François Faber","LUX"
"2097","14",1914-07-24,390,"Longwy","Dunkerque","Plain stage","François Faber","LUX"
"2098","15",1914-07-26,340,"Dunkerque","Paris","Plain stage","Henri Pélissier","FRA"
"2099","1",1913-06-29,388,"Paris","Le Havre","Plain stage","Giovanni Micheletto","ITA"
"2100","2",1913-07-01,364,"Le Havre","Cherbourg","Plain stage","Jules Masselis","BEL"
"2101","3",1913-07-03,405,"Cherbourg","Brest","Plain stage","Henri Pelissier","FRA"
"2102","4",1913-07-05,470,"Brest","La Rochelle","Plain stage","Marcel Buysse","BEL"
"2103","5",1913-07-07,379,"La Rochelle","Bayonne","Plain stage","Henri Van Lerberghe","BEL"
"2104","6",1913-07-09,326,"Bayonne","Luchon","Stage with mountain(s)","Philippe Thys","BEL"
"2105","7",1913-07-11,324,"Luchon","Perpignan","Stage with mountain(s)","Marcel Buysse","BEL"
"2106","8",1913-07-13,325,"Perpignan","Aix-en-Provence","Plain stage","Gustave Garrigou","FRA"
"2107","9",1913-07-15,356,"Aix-en-Provence","Nice","Stage with mountain(s)","Firmin Lambot","BEL"
"2108","10",1913-07-17,333,"Nice","Grenoble","Stage with mountain(s)","Francois Faber","LUX"
"2109","11",1913-07-19,325,"Grenoble","Geneva","Stage with mountain(s)","Marcel Buysse","BEL"
"2110","12",1913-07-21,335,"Geneva","Belfort","Stage with mountain(s)","Marcel Buysse","BEL"
"2111","13",1913-07-23,325,"Belfort","Longwy","Stage with mountain(s)","François Faber","LUX"
"2112","14",1913-07-25,393,"Longwy","Dunkerque","Plain stage","Marcel Buysse","BEL"
"2113","15",1913-07-27,340,"Dunkerque","Paris","Plain stage","Marcel Buysse","BEL"
"2114","1",1912-06-30,351,"Paris","Dunkerque","Plain stage","Charles Crupelandt","FRA"
"2115","2",1912-07-02,388,"Dunkerque","Longwy","Plain stage","Odile Defraye","BEL"
"2116","3",1912-07-04,331,"Longwy","Belfort","Stage with mountain(s)","Eugène Christophe","FRA"
"2117","4",1912-07-06,344,"Belfort","Chamonix","Stage with mountain(s)","Eugène Christophe","FRA"
"2118","5",1912-07-08,366,"Chamonix","Grenoble","Stage with mountain(s)","Eugène Christophe","FRA"
"2119","6",1912-07-10,323,"Grenoble","Nice","Stage with mountain(s)","Octave Lapize","FRA"
"2120","7",1912-07-12,334,"Nice","Marseille","Stage with mountain(s)","Odile Defraye","BEL"
"2121","8",1912-07-14,335,"Marseille","Perpignan","Plain stage","Vicenzo Borgarello","ITA"
"2122","9",1912-07-16,289,"Perpignan","Luchon","Stage with mountain(s)","Odile Defraye","BEL"
"2123","10",1912-07-18,326,"Luchon","Bayonne","Stage with mountain(s)","Louis Mottiat","BEL"
"2124","11",1912-07-20,379,"Bayonne","La Rochelle","Plain stage","Jean Alavoine","FRA"
"2125","12",1912-07-21,470,"La Rochelle","Brest","Plain stage","Louis Heusghem","BEL"
"2126","13",1912-07-24,405,"Brest","Cherbourg","Plain stage","Jean Alavoine","FRA"
"2127","14",1912-07-26,361,"Cherbourg","Le Havre","Plain stage","Vicenzo Borgarello","ITA"
"2128","15",1912-07-28,317,"Le Havre","Paris","Plain stage","Jean Alavoine","FRA"
"2129","1",1911-07-02,351,"Paris","Dunkerque","Plain stage","Gustave Garrigou","FRA"
"2130","2",1911-07-04,388,"Dunkerque","Longwy","Plain stage","Jules Masselis","BEL"
"2131","3",1911-07-06,331,"Longwy","Belfort","Stage with mountain(s)","François Faber","LUX"
"2132","4",1911-07-08,344,"Belfort","Chamonix","Stage with mountain(s)","Charles Crupelandt","FRA"
"2133","5",1911-07-10,366,"Chamonix","Grenoble","Stage with mountain(s)","Émile Georget","FRA"
"2134","6",1911-07-12,348,"Grenoble","Nice","Stage with mountain(s)","François Faber","LUX"
"2135","7",1911-07-14,334,"Nice","Marseille","Stage with mountain(s)","Charles Crupelandt","FRA"
"2136","8",1911-07-16,335,"Marseille","Perpignan","Plain stage","Paul Duboc","FRA"
"2137","9",1911-07-18,289,"Perpignan","Luchon","Stage with mountain(s)","Paul Duboc","FRA"
"2138","10",1911-07-20,326,"Luchon","Bayonne","Stage with mountain(s)","Maurice Brocco[n 2]","FRA"
"2139","11",1911-07-22,379,"Bayonne","La Rochelle","Plain stage","Paul Duboc","FRA"
"2140","12",1911-07-23,470,"La Rochelle","Brest","Plain stage","Marcel Godivier","FRA"
"2141","13",1911-07-26,405,"Brest","Cherbourg","Plain stage","Gustave Garrigou","FRA"
"2142","14",1911-07-28,361,"Cherbourg","Le Havre","Plain stage","Paul Duboc","FRA"
"2143","15",1911-07-30,317,"Le Havre","Paris","Plain stage","Marcel Godivier","FRA"
"2144","1",1910-07-03,269,"Paris","Roubaix","Plain stage","Charles Crupelandt","FRA"
"2145","2",1910-07-05,398,"Roubaix","Metz","Plain stage","François Faber","LUX"
"2146","3",1910-07-07,259,"Metz","Belfort","Stage with mountain(s)","Emile Georget","FRA"
"2147","4",1910-07-09,309,"Belfort","Lyon","Stage with mountain(s)","François Faber","LUX"
"2148","5",1910-07-11,311,"Lyon","Grenoble","Stage with mountain(s)","Octave Lapize","FRA"
"2149","6",1910-07-13,345,"Grenoble","Nice","Stage with mountain(s)","Julien Maitron","FRA"
"2150","7",1910-07-15,345,"Nice","Nîmes","Plain stage","François Faber","LUX"
"2151","8",1910-07-17,216,"Nîmes","Perpignan","Plain stage","Georges Paulmier","FRA"
"2152","9",1910-07-19,289,"Perpignan","Luchon","Stage with mountain(s)","Octave Lapize","FRA"
"2153","10",1910-07-21,326,"Luchon","Bayonne","Stage with mountain(s)","Octave Lapize","FRA"
"2154","11",1910-07-23,269,"Bayonne","Bordeaux","Plain stage","Ernest Paul","FRA"
"2155","12",1910-07-25,391,"Bordeaux","Nantes","Plain stage","Louis Trousselier","FRA"
"2156","13",1910-07-27,321,"Nantes","Brest","Plain stage","Gustave Garrigou","FRA"
"2157","14",1910-07-29,424,"Brest","Caen","Plain stage","Octave Lapize","FRA"
"2158","15",1910-07-31,262,"Caen","Paris","Plain stage","Ernesto Azzini","ITA"
"2159","1",1909-07-05,272,"Paris","Roubaix","Plain stage","Cyrille van Hauwaert","BEL"
"2160","2",1909-07-07,398,"Roubaix","Metz","Plain stage","François Faber","LUX"
"2161","3",1909-07-09,259,"Metz","Belfort","Stage with mountain(s)","François Faber","LUX"
"2162","4",1909-07-11,309,"Belfort","Lyon","Stage with mountain(s)","François Faber","LUX"
"2163","5",1909-07-13,311,"Lyon","Grenoble","Stage with mountain(s)","François Faber","LUX"
"2164","6",1909-07-15,346,"Grenoble","Nice","Stage with mountain(s)","François Faber","LUX"
"2165","7",1909-07-17,345,"Nice","Nîmes","Plain stage","Ernest Paul","FRA"
"2166","8",1909-07-19,303,"Nîmes","Toulouse","Plain stage","Jean Alavoine","FRA"
"2167","9",1909-07-21,299,"Toulouse","Bayonne","Plain stage","Constant Ménager","FRA"
"2168","10",1909-07-23,269,"Bayonne","Bordeaux","Plain stage","François Faber","LUX"
"2169","11",1909-07-25,391,"Bordeaux","Nantes","Plain stage","Louis Trousselier","FRA"
"2170","12",1909-07-27,321,"Nantes","Brest","Plain stage","Gustave Garrigou","FRA"
"2171","13",1909-07-29,424,"Brest","Caen","Plain stage","Paul Duboc","FRA"
"2172","14",1909-08-01,250,"Caen","Paris","Plain stage","Jean Alavoine","FRA"
"2173","1",1908-07-13,272,"Paris","Roubaix","Plain stage","Georges Passerieu","FRA"
"2174","2",1908-07-15,398,"Roubaix","Metz","Plain stage","Lucien Petit-Breton","FRA"
"2175","3",1908-07-17,259,"Metz","Belfort","Stage with mountain(s)","François Faber","LUX"
"2176","4",1908-07-19,309,"Belfort","Lyon","Stage with mountain(s)","François Faber","LUX"
"2177","5",1908-07-21,311,"Lyon","Grenoble","Stage with mountain(s)","Georges Passerieu","FRA"
"2178","6",1908-07-23,345,"Grenoble","Nice","Stage with mountain(s)","Jean-Baptiste Dortignacq","FRA"
"2179","7",1908-07-25,354,"Nice","Nîmes","Plain stage","Lucien Petit-Breton","FRA"
"2180","8",1908-07-27,303,"Nîmes","Toulouse","Plain stage","François Faber","LUX"
"2181","9",1908-07-29,299,"Toulouse","Bayonne","Plain stage","Lucien Petit-Breton","FRA"
"2182","10",1908-07-31,269,"Bayonne","Bordeaux","Plain stage","Georges Paulmier","FRA"
"2183","11",1908-08-02,391,"Bordeaux","Nantes","Plain stage","Lucien Petit-Breton","FRA"
"2184","12",1908-08-04,321,"Nantes","Brest","Plain stage","François Faber","LUX"
"2185","13",1908-08-06,415,"Brest","Caen","Plain stage","Georges Passerieu","FRA"
"2186","14",1908-08-09,251,"Caen","Paris","Plain stage","Lucien Petit-Breton","FRA"
"2187","1",1907-07-08,272,"Paris","Roubaix","Plain stage","Louis Trousselier","FRA"
"2188","2",1907-07-10,398,"Roubaix","Metz","Plain stage","Emile Georget[n 2] Louis Trousselier[n 2]","c(""FRA"", ""FRA"")"
"2189","3",1907-07-12,259,"Metz","Belfort","Stage with mountain(s)","Emile Georget","FRA"
"2190","4",1907-07-14,309,"Belfort","Lyon","Stage with mountain(s)","Marcel Cadolle","FRA"
"2191","5",1907-07-16,311,"Lyon","Grenoble","Stage with mountain(s)","Emile Georget","FRA"
"2192","6",1907-07-18,345,"Grenoble","Nice","Stage with mountain(s)","Georges Passerieu","FRA"
"2193","7",1907-07-20,345,"Nice","Nîmes","Plain stage","Emile Georget","FRA"
"2194","8",1907-07-22,303,"Nîmes","Toulouse","Plain stage","Emile Georget","FRA"
"2195","9",1907-07-24,299,"Toulouse","Bayonne","Plain stage","Lucien Petit-Breton","FRA"
"2196","10",1907-07-26,269,"Bayonne","Bordeaux","Plain stage","Gustave Garrigou","FRA"
"2197","11",1907-07-28,391,"Bordeaux","Nantes","Plain stage","Lucien Petit-Breton","FRA"
"2198","12",1907-07-30,321,"Nantes","Brest","Plain stage","Gustave Garrigou","FRA"
"2199","13",1907-08-01,415,"Brest","Caen","Plain stage","Emile Georget","FRA"
"2200","14",1907-08-04,251,"Caen","Paris","Plain stage","Georges Passerieu","FRA"
"2201","1",1906-07-04,275,"Paris","Lille","Plain stage","Emile Georget","FRA"
"2202","2",1906-07-06,400,"Douai","Nancy","Plain stage","René Pottier","FRA"
"2203","3",1906-07-08,416,"Nancy","Dijon","Stage with mountain(s)","René Pottier","FRA"
"2204","4",1906-07-10,311,"Dijon","Grenoble","Plain stage","René Pottier","FRA"
"2205","5",1906-07-12,345,"Grenoble","Nice","Stage with mountain(s)","René Pottier","FRA"
"2206","6",1906-07-14,292,"Nice","Marseille","Plain stage","Georges Passerieu","FRA"
"2207","7",1906-07-16,480,"Marseille","Toulouse","Plain stage","Louis Trousselier","FRA"
"2208","8",1906-07-18,300,"Toulouse","Bayonne","Plain stage","Jean-Baptiste Dortignacq","FRA"
"2209","9",1906-07-20,338,"Bayonne","Bordeaux","Plain stage","Louis Trousselier","FRA"
"2210","10",1906-07-22,391,"Bordeaux","Nantes","Plain stage","Louis Trousselier","FRA"
"2211","11",1906-07-24,321,"Nantes","Brest","Plain stage","Louis Trousselier","FRA"
"2212","12",1906-07-26,415,"Brest","Caen","Plain stage","Georges Passerieu","FRA"
"2213","13",1906-07-29,259,"Caen","Paris","Plain stage","René Pottier","FRA"
"2214","1",1905-07-09,340,"Paris","Nancy","Plain stage","Louis Trousselier","FRA"
"2215","2",1905-07-11,299,"Nancy","Besançon","Stage with mountain(s)","Hippolyte Aucouturier","FRA"
"2216","3",1905-07-14,327,"Besançon","Grenoble","Plain stage","Louis Trousselier","FRA"
"2217","4",1905-07-16,348,"Grenoble","Toulon","Stage with mountain(s)","Hippolyte Aucouturier","FRA"
"2218","5",1905-07-18,192,"Toulon","Nîmes","Plain stage","Louis Trousselier","FRA"
"2219","6",1905-07-20,307,"Nîmes","Toulouse","Plain stage","Jean-Baptiste Dortignacq","FRA"
"2220","7",1905-07-22,268,"Toulouse","Bordeaux","Plain stage","Louis Trousselier","FRA"
"2221","8",1905-07-24,257,"Bordeaux","La Rochelle","Plain stage","Hippolyte Aucouturier","FRA"
"2222","9",1905-07-26,263,"La Rochelle","Rennes","Plain stage","Louis Trousselier","FRA"
"2223","10",1905-07-28,167,"Rennes","Caen","Plain stage","Jean-Baptiste Dortignacq","FRA"
"2224","11",1905-07-29,253,"Caen","Paris","Plain stage","Jean-Baptiste Dortignacq","FRA"
"2225","1",1904-07-02,467,"Montgeron","Lyon","Plain stage","Maurice Garin","FRA"
"2226","2",1904-07-09,374,"Lyon","Marseille","Stage with mountain(s)","Hippolyte Aucouturier","FRA"
"2227","3",1904-07-13,424,"Marseille","Toulouse","Plain stage","Hippolyte Aucouturier","FRA"
"2228","4",1904-07-17,268,"Toulouse","Bordeaux","Plain stage","Lucien Pothier","FRA"
"2229","5",1904-07-20,425,"Bordeaux","Nantes","Plain stage","Hippolyte Aucouturier","FRA"
"2230","6",1904-07-23,471,"Nantes","Paris","Plain stage","Hippolyte Aucouturier","FRA"
